"user_id","status_id","created_at","screen_name","text","source","display_text_width","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","quote_count","reply_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","quoted_created_at","quoted_source","quoted_favorite_count","quoted_retweet_count","quoted_user_id","quoted_screen_name","quoted_name","quoted_followers_count","quoted_friends_count","quoted_statuses_count","quoted_location","quoted_description","quoted_verified","retweet_status_id","retweet_text","retweet_created_at","retweet_source","retweet_favorite_count","retweet_retweet_count","retweet_user_id","retweet_screen_name","retweet_name","retweet_followers_count","retweet_friends_count","retweet_statuses_count","retweet_location","retweet_description","retweet_verified","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords","status_url","name","location","description","url","protected","followers_count","friends_count","listed_count","statuses_count","favourites_count","account_created_at","verified","profile_url","profile_expanded_url","account_lang","profile_banner_url","profile_background_url","profile_image_url"
"x836653724743385088","x1270719359237808129",2020-06-10 14:07:58,"ProsccoSocialst","It's just like the flu https://t.co/NiZUQd7sA3","Twitter Web App",46,,,,FALSE,FALSE,1,0,,,,,"nytimes.com/interactive/20…","https://t.co/NiZUQd7sA3","https://www.nytimes.com/interactive/2020/06/10/world/coronavirus-history.html",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/ProsccoSocialst/status/1270719359237808129","Prosecco Socialist 🌹","Decatur, GA","they/them. @RobDelaney said I was funny",,FALSE,122,765,0,763,12793,2017-02-28 19:06:07,FALSE,,,,"https://pbs.twimg.com/profile_banners/836653724743385088/1543524887","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1271924580102426624/t-rBRaPn_normal.jpg"
"x836653724743385088","x1270558057429336067",2020-06-10 03:27:01,"ProsccoSocialst","@AFLCIO It would be hard and meaningful and uncomfortable to kick out the cop unions who never act in solidarity with the rest of us","Twitter Web App",124,"x1270487852065882113","x10069612","AFLCIO",FALSE,FALSE,5,0,,,,,,,,,,,,,,,,"x10069612","AFLCIO","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/ProsccoSocialst/status/1270558057429336067","Prosecco Socialist 🌹","Decatur, GA","they/them. @RobDelaney said I was funny",,FALSE,122,765,0,763,12793,2017-02-28 19:06:07,FALSE,,,,"https://pbs.twimg.com/profile_banners/836653724743385088/1543524887","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1271924580102426624/t-rBRaPn_normal.jpg"
"x836653724743385088","x1270557695712649217",2020-06-10 03:25:35,"ProsccoSocialst","@AFLCIO Which police unions are protesting racist violence?","Twitter Web App",51,"x1270487843006226432","x10069612","AFLCIO",FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"x10069612","AFLCIO","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/ProsccoSocialst/status/1270557695712649217","Prosecco Socialist 🌹","Decatur, GA","they/them. @RobDelaney said I was funny",,FALSE,122,765,0,763,12793,2017-02-28 19:06:07,FALSE,,,,"https://pbs.twimg.com/profile_banners/836653724743385088/1543524887","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1271924580102426624/t-rBRaPn_normal.jpg"
"x836653724743385088","x1270550193029763073",2020-06-10 02:55:46,"ProsccoSocialst","@AFLCIO Which police unions are working for unity?","Twitter Web App",42,"x1270487849817845768","x10069612","AFLCIO",FALSE,FALSE,4,0,,,,,,,,,,,,,,,,"x10069612","AFLCIO","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/ProsccoSocialst/status/1270550193029763073","Prosecco Socialist 🌹","Decatur, GA","they/them. @RobDelaney said I was funny",,FALSE,122,765,0,763,12793,2017-02-28 19:06:07,FALSE,,,,"https://pbs.twimg.com/profile_banners/836653724743385088/1543524887","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1271924580102426624/t-rBRaPn_normal.jpg"
"x836653724743385088","x1270539723552043013",2020-06-10 02:14:10,"ProsccoSocialst","If you have to train people not to kill me because I’m Black, I’d really prefer you just not give them the power to kill me at all maybe?","Twitter Web App",140,,,,FALSE,TRUE,0,38122,,,,,,,,,,,,,,,,"x110326494","BreeNewsome","en",,,,,,,,,,,,,,,,"x1270470236068884480","If you have to train people not to kill me because I’m Black, I’d really prefer you just not give them the power to kill me at all maybe?",2020-06-09 21:38:03,"Twitter Web App",159335,38122,"x110326494","BreeNewsome","Bree Newsome Bass",334684,1893,21418,"North Carolina, USA","artist - free black woman - we are more than conquerors through Christ who loves us",TRUE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/ProsccoSocialst/status/1270539723552043013","Prosecco Socialist 🌹","Decatur, GA","they/them. @RobDelaney said I was funny",,FALSE,122,765,0,763,12793,2017-02-28 19:06:07,FALSE,,,,"https://pbs.twimg.com/profile_banners/836653724743385088/1543524887","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1271924580102426624/t-rBRaPn_normal.jpg"
"x836653724743385088","x1270539617637466113",2020-06-10 02:13:44,"ProsccoSocialst","Massive voter suppression all over Fulton, DeKalb, Gwinnett. We said no to new machines. We asked for paper ballots. We asked to repeal exact signature match. We objected to reducing # of machines to voters. We spent $100 million, only to conduct an election with no integrity.","Twitter Web App",139,,,,FALSE,TRUE,0,361,,,,,,,,,,,,,,,,"x850012597378326531","BeeForGeorgia","en",,,,,,,,,,,,,,,,"x1270521511829557250","Massive voter suppression all over Fulton, DeKalb, Gwinnett. We said no to new machines. We asked for paper ballots. We asked to repeal exact signature match. We objected to reducing # of machines to voters. We spent $100 million, only to conduct an election with no integrity.",2020-06-10 01:01:48,"Twitter for iPhone",865,361,"x850012597378326531","BeeForGeorgia","Bee Nguyen 🐝",7801,798,2416,"Atlanta, GA","State Representative for Georgia House District 89. Card-carrying IBEW Local 613 member. Nonprofit director, doting aunt, dog lover, 2nd gen Viet. #YesBeeCan!",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/ProsccoSocialst/status/1270539617637466113","Prosecco Socialist 🌹","Decatur, GA","they/them. @RobDelaney said I was funny",,FALSE,122,765,0,763,12793,2017-02-28 19:06:07,FALSE,,,,"https://pbs.twimg.com/profile_banners/836653724743385088/1543524887","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1271924580102426624/t-rBRaPn_normal.jpg"
"x836653724743385088","x1270432083475824641",2020-06-09 19:06:26,"ProsccoSocialst","@akbarjenkins Is that around the time you recorded a podcast about beer? Podcasts ruin everything","Twitter Web App",83,"x1270431869918642178","x21364868","akbarjenkins",FALSE,FALSE,1,0,,,,,,,,,,,,,,,,"x21364868","akbarjenkins","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/ProsccoSocialst/status/1270432083475824641","Prosecco Socialist 🌹","Decatur, GA","they/them. @RobDelaney said I was funny",,FALSE,122,765,0,763,12793,2017-02-28 19:06:07,FALSE,,,,"https://pbs.twimg.com/profile_banners/836653724743385088/1543524887","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1271924580102426624/t-rBRaPn_normal.jpg"
"x836653724743385088","x1270367226865090561",2020-06-09 14:48:43,"ProsccoSocialst","@sarahljaffe The kind of journalists who think it's inappropriate to make a political donation, reveal who they vote for, or go to a demonstration have no problem taking over the messaging of a movement they don't support","Twitter Web App",208,"x1270337405464260608","x15275677","sarahljaffe",FALSE,FALSE,44,14,,,,,,,,,,,,,,,,"x15275677","sarahljaffe","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/ProsccoSocialst/status/1270367226865090561","Prosecco Socialist 🌹","Decatur, GA","they/them. @RobDelaney said I was funny",,FALSE,122,765,0,763,12793,2017-02-28 19:06:07,FALSE,,,,"https://pbs.twimg.com/profile_banners/836653724743385088/1543524887","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1271924580102426624/t-rBRaPn_normal.jpg"
"x836653724743385088","x1270138587800055812",2020-06-08 23:40:12,"ProsccoSocialst","@UrsulaLawrence Maria hit Atlanta as a tropical storm, which was the first tropical storm to do that in recorded history","Twitter Web App",104,"x1270129136116301824","x96839291","UrsulaLawrence",FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"x96839291","UrsulaLawrence","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/ProsccoSocialst/status/1270138587800055812","Prosecco Socialist 🌹","Decatur, GA","they/them. @RobDelaney said I was funny",,FALSE,122,765,0,763,12793,2017-02-28 19:06:07,FALSE,,,,"https://pbs.twimg.com/profile_banners/836653724743385088/1543524887","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1271924580102426624/t-rBRaPn_normal.jpg"
"x836653724743385088","x1270110962809556993",2020-06-08 21:50:25,"ProsccoSocialst","@akbarjenkins I sadly know only 2/3","Twitter Web App",21,"x1270092670317277186","x21364868","akbarjenkins",FALSE,FALSE,1,0,,,,,,,,,,,,,,,,"x21364868","akbarjenkins","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/ProsccoSocialst/status/1270110962809556993","Prosecco Socialist 🌹","Decatur, GA","they/them. @RobDelaney said I was funny",,FALSE,122,765,0,763,12793,2017-02-28 19:06:07,FALSE,,,,"https://pbs.twimg.com/profile_banners/836653724743385088/1543524887","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1271924580102426624/t-rBRaPn_normal.jpg"
"x836653724743385088","x1270108982548598785",2020-06-08 21:42:33,"ProsccoSocialst","@Jenrrain @winterjessica @lainnafader How do we know this isn't Elon Musk again?","Twitter Web App",42,"x1270094433556496385","x902072467","Jenrrain",FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"x902072467 x30530300 x38013977","Jenrrain winterjessica lainnafader","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/ProsccoSocialst/status/1270108982548598785","Prosecco Socialist 🌹","Decatur, GA","they/them. @RobDelaney said I was funny",,FALSE,122,765,0,763,12793,2017-02-28 19:06:07,FALSE,,,,"https://pbs.twimg.com/profile_banners/836653724743385088/1543524887","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1271924580102426624/t-rBRaPn_normal.jpg"
"x836653724743385088","x1270079729048190977",2020-06-08 19:46:19,"ProsccoSocialst","@shailja_s @sepoy @shreedaisy I think ""loot"" is the obvious next choice","Twitter Web App",41,"x1270066542395473923","x2543978802","shailja_s",FALSE,FALSE,4,0,,,,,,,,,,,,,,,,"x2543978802 x5992502 x94899942","shailja_s sepoy shreedaisy","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/ProsccoSocialst/status/1270079729048190977","Prosecco Socialist 🌹","Decatur, GA","they/them. @RobDelaney said I was funny",,FALSE,122,765,0,763,12793,2017-02-28 19:06:07,FALSE,,,,"https://pbs.twimg.com/profile_banners/836653724743385088/1543524887","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1271924580102426624/t-rBRaPn_normal.jpg"
"x836653724743385088","x1269987390493536258",2020-06-08 13:39:23,"ProsccoSocialst","If you can read this and you aren't following @ydsaauc, what's wrong with you? Do it and then RT to spread the word.","Twitter Web App",133,,,,FALSE,TRUE,0,17,,,,,,,,,,,,,,,,"x3196509656 x1267437168462647298","MetroATLDSA ydsaauc","en",,,,,,,,,,,,,,,,"x1269981654875090944","If you can read this and you aren't following @ydsaauc, what's wrong with you? Do it and then RT to spread the word.",2020-06-08 13:16:36,"Twitter Web App",27,17,"x3196509656","MetroATLDSA","Metro Atlanta DSA 🌹",7629,1344,7213,"Atlanta, GA","@DemSocialists in the dirty south. 🍑 Click here to piss off Brian Kemp: https://t.co/KnifQSM79Y",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/ProsccoSocialst/status/1269987390493536258","Prosecco Socialist 🌹","Decatur, GA","they/them. @RobDelaney said I was funny",,FALSE,122,765,0,763,12793,2017-02-28 19:06:07,FALSE,,,,"https://pbs.twimg.com/profile_banners/836653724743385088/1543524887","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1271924580102426624/t-rBRaPn_normal.jpg"
"x836653724743385088","x1269986834869878785",2020-06-08 13:37:11,"ProsccoSocialst","Thank you to all the incredible people who came out yesterday to demand an end to white supremacy in @DowntownDecatur. Now the work continues - keep calling on Decatur and @ItsInDeKalb to remove their racist monuments! #hatefreedecatur #takethemdown https://t.co/BH8kj9DZ7z","Twitter Web App",140,,,,FALSE,TRUE,0,1,,,,,,,,,,,,,,,,"x140619509 x29988775","sdpatenaude DowntownDecatur","en",,,,,,,,,,,,,,,,"x1269982713660006402","Thank you to all the incredible people who came out yesterday to demand an end to white supremacy in @DowntownDecatur. Now the work continues - keep calling on Decatur and @ItsInDeKalb to remove their racist monuments! #hatefreedecatur #takethemdown https://t.co/BH8kj9DZ7z",2020-06-08 13:20:48,"Twitter Web App",2,1,"x140619509","sdpatenaude","Dr. Sara Patenaude",580,647,1410,"Atlanta, GA","Mother. Quaker. Historian. Activist.  Lots of tweets about affordable housing and urban history. Also confederate monuments - #takethemdown
she/her",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/ProsccoSocialst/status/1269986834869878785","Prosecco Socialist 🌹","Decatur, GA","they/them. @RobDelaney said I was funny",,FALSE,122,765,0,763,12793,2017-02-28 19:06:07,FALSE,,,,"https://pbs.twimg.com/profile_banners/836653724743385088/1543524887","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1271924580102426624/t-rBRaPn_normal.jpg"
"x836653724743385088","x1269958155917832192",2020-06-08 11:43:13,"ProsccoSocialst","@NYCMayor Leadership!","Twitter Web App",11,"x1269767442059931649","x19834403","NYCMayor",FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"x19834403","NYCMayor","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/ProsccoSocialst/status/1269958155917832192","Prosecco Socialist 🌹","Decatur, GA","they/them. @RobDelaney said I was funny",,FALSE,122,765,0,763,12793,2017-02-28 19:06:07,FALSE,,,,"https://pbs.twimg.com/profile_banners/836653724743385088/1543524887","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1271924580102426624/t-rBRaPn_normal.jpg"
"x836653724743385088","x1269801946359226369",2020-06-08 01:22:30,"ProsccoSocialst","Someone gets it! https://t.co/Z9BBzzSWo2","Twitter Web App",16,,,,TRUE,FALSE,1,0,,,,,"twitter.com/TomCottonAR/st…","https://t.co/Z9BBzzSWo2","https://twitter.com/TomCottonAR/status/1269720595517911041",,,,,,,,,,,"en","x1269720595517911041","First, it was ""abolish ICE"". 

Now, they want to defund the local police who keep us safe. 

What is next—disband the military?",2020-06-07 19:59:14,"Twitter Web App",75147,18333,"x343041182","TomCottonAR","Tom Cotton",129188,517,5006,"Dardanelle, AR","U.S. Senator for Arkansas. For official updates, see @SenTomCotton. RLTW.",TRUE,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/ProsccoSocialst/status/1269801946359226369","Prosecco Socialist 🌹","Decatur, GA","they/them. @RobDelaney said I was funny",,FALSE,122,765,0,763,12793,2017-02-28 19:06:07,FALSE,,,,"https://pbs.twimg.com/profile_banners/836653724743385088/1543524887","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1271924580102426624/t-rBRaPn_normal.jpg"
"x836653724743385088","x1269801189249552386",2020-06-08 01:19:29,"ProsccoSocialst","@NYCMayor Resign!","Twitter Web App",7,"x1269650502284972032","x19834403","NYCMayor",FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"x19834403","NYCMayor","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/ProsccoSocialst/status/1269801189249552386","Prosecco Socialist 🌹","Decatur, GA","they/them. @RobDelaney said I was funny",,FALSE,122,765,0,763,12793,2017-02-28 19:06:07,FALSE,,,,"https://pbs.twimg.com/profile_banners/836653724743385088/1543524887","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1271924580102426624/t-rBRaPn_normal.jpg"
"x836653724743385088","x1269482691973525504",2020-06-07 04:13:54,"ProsccoSocialst","@materialist_jew Never believe your own propaganda","Twitter Web App",33,"x1269468326704676871","x423919812","materialist_jew",FALSE,FALSE,1,0,,,,,,,,,,,,,,,,"x423919812","materialist_jew","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/ProsccoSocialst/status/1269482691973525504","Prosecco Socialist 🌹","Decatur, GA","they/them. @RobDelaney said I was funny",,FALSE,122,765,0,763,12793,2017-02-28 19:06:07,FALSE,,,,"https://pbs.twimg.com/profile_banners/836653724743385088/1543524887","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1271924580102426624/t-rBRaPn_normal.jpg"
"x836653724743385088","x1269447489884696577",2020-06-07 01:54:01,"ProsccoSocialst","@akbarjenkins I watched this in an ""Orientalism and Film"" course, and I think the answer was ""no""","Twitter Web App",83,"x1269442800535379968","x21364868","akbarjenkins",FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"x21364868","akbarjenkins","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/ProsccoSocialst/status/1269447489884696577","Prosecco Socialist 🌹","Decatur, GA","they/them. @RobDelaney said I was funny",,FALSE,122,765,0,763,12793,2017-02-28 19:06:07,FALSE,,,,"https://pbs.twimg.com/profile_banners/836653724743385088/1543524887","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1271924580102426624/t-rBRaPn_normal.jpg"
"x836653724743385088","x1269337609182097409",2020-06-06 18:37:23,"ProsccoSocialst","@davidgross_man There's no law when you throw the Claw","Twitter Web App",38,"x1269284994477887489","x236999725","davidgross_man",FALSE,FALSE,1,0,,,,,,,,,,,,,,,,"x236999725","davidgross_man","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/ProsccoSocialst/status/1269337609182097409","Prosecco Socialist 🌹","Decatur, GA","they/them. @RobDelaney said I was funny",,FALSE,122,765,0,763,12793,2017-02-28 19:06:07,FALSE,,,,"https://pbs.twimg.com/profile_banners/836653724743385088/1543524887","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1271924580102426624/t-rBRaPn_normal.jpg"
"x836653724743385088","x1268601290680160256",2020-06-04 17:51:31,"ProsccoSocialst","Call in campaign today and tomorrow - remove the Decatur Confederate monument! 
#TakeThemDown #HateFreeDecatur #BeaconHillBlackAllianceforHumanRights https://t.co/LIZC7garUn","Twitter Web App",140,,,,FALSE,TRUE,0,11,,,"TakeThemDown HateFreeDecatur",,,,,,,,,,,,,"x140619509","sdpatenaude","en",,,,,,,,,,,,,,,,"x1268556651604463619","Call in campaign today and tomorrow - remove the Decatur Confederate monument! 
#TakeThemDown #HateFreeDecatur #BeaconHillBlackAllianceforHumanRights https://t.co/LIZC7garUn",2020-06-04 14:54:09,"Twitter Web App",18,11,"x140619509","sdpatenaude","Dr. Sara Patenaude",580,647,1410,"Atlanta, GA","Mother. Quaker. Historian. Activist.  Lots of tweets about affordable housing and urban history. Also confederate monuments - #takethemdown
she/her",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/ProsccoSocialst/status/1268601290680160256","Prosecco Socialist 🌹","Decatur, GA","they/them. @RobDelaney said I was funny",,FALSE,122,765,0,763,12793,2017-02-28 19:06:07,FALSE,,,,"https://pbs.twimg.com/profile_banners/836653724743385088/1543524887","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1271924580102426624/t-rBRaPn_normal.jpg"
"x836653724743385088","x1268545100432408576",2020-06-04 14:08:15,"ProsccoSocialst","@KateAronoff It's what the virus would want","Twitter Web App",30,"x1268539428852699152","x637196658","KateAronoff",FALSE,FALSE,3,0,,,,,,,,,,,,,,,,"x637196658","KateAronoff","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/ProsccoSocialst/status/1268545100432408576","Prosecco Socialist 🌹","Decatur, GA","they/them. @RobDelaney said I was funny",,FALSE,122,765,0,763,12793,2017-02-28 19:06:07,FALSE,,,,"https://pbs.twimg.com/profile_banners/836653724743385088/1543524887","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1271924580102426624/t-rBRaPn_normal.jpg"
"x836653724743385088","x1268318635916800001",2020-06-03 23:08:21,"ProsccoSocialst","Decatur, GA, says #BlackLivesMatter https://t.co/Gmg5gXHKDj","Twitter Web App",35,,,,FALSE,FALSE,2,0,,,"BlackLivesMatter",,,,,"http://pbs.twimg.com/media/EZn43LqXkAEPLsD.jpg","https://t.co/Gmg5gXHKDj","https://twitter.com/ProsccoSocialst/status/1268318635916800001/photo/1","photo","http://pbs.twimg.com/media/EZn43LqXkAEPLsD.jpg http://pbs.twimg.com/media/EZn463mWsAE-cd1.jpg","https://t.co/Gmg5gXHKDj https://t.co/Gmg5gXHKDj","https://twitter.com/ProsccoSocialst/status/1268318635916800001/photo/1 https://twitter.com/ProsccoSocialst/status/1268318635916800001/photo/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/ProsccoSocialst/status/1268318635916800001","Prosecco Socialist 🌹","Decatur, GA","they/them. @RobDelaney said I was funny",,FALSE,122,765,0,763,12793,2017-02-28 19:06:07,FALSE,,,,"https://pbs.twimg.com/profile_banners/836653724743385088/1543524887","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1271924580102426624/t-rBRaPn_normal.jpg"
"x836653724743385088","x1268265908574830593",2020-06-03 19:38:50,"ProsccoSocialst","@sunraysunray @teenjosh_ Defend municipal golfing","Twitter Web App",24,"x1268262976609488904","x33805522","sunraysunray",FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"x33805522 x716668599235059712","sunraysunray teenjosh_","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/ProsccoSocialst/status/1268265908574830593","Prosecco Socialist 🌹","Decatur, GA","they/them. @RobDelaney said I was funny",,FALSE,122,765,0,763,12793,2017-02-28 19:06:07,FALSE,,,,"https://pbs.twimg.com/profile_banners/836653724743385088/1543524887","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1271924580102426624/t-rBRaPn_normal.jpg"
"x836653724743385088","x1268253387524538369",2020-06-03 18:49:05,"ProsccoSocialst","@JoelBordeaux These things take time","Twitter Web App",22,"x1268252779610542081","x1937821628","JoelBordeaux",FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"x1937821628","JoelBordeaux","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/ProsccoSocialst/status/1268253387524538369","Prosecco Socialist 🌹","Decatur, GA","they/them. @RobDelaney said I was funny",,FALSE,122,765,0,763,12793,2017-02-28 19:06:07,FALSE,,,,"https://pbs.twimg.com/profile_banners/836653724743385088/1543524887","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1271924580102426624/t-rBRaPn_normal.jpg"
"x836653724743385088","x1268245990089334785",2020-06-03 18:19:41,"ProsccoSocialst","https://t.co/dXU5dIUNHO https://t.co/7WortUMAtJ","Twitter Web App",23,,,,TRUE,FALSE,0,0,,,,,"decaturish.com/2020/06/editor… twitter.com/indyfromspace/…","https://t.co/dXU5dIUNHO https://t.co/7WortUMAtJ","https://decaturish.com/2020/06/editorial-its-time-to-remove-decaturs-monument-to-white-supremacy-from-the-square/ https://twitter.com/indyfromspace/status/1267271817439346689",,,,,,,,,,,"und","x1267271817439346689","PSA For ANYONE who might be interested in how to pull down an obelisk* safely from an Egyptologist who never ever in a million years thought this advice might come in handy 

*might be masquerading as a racist monument I dunno",2020-06-01 01:48:40,"Twitter Web App",85739,25472,"x330105456","indyfromspace","Sarah Parcak",63596,1740,37936,"400 miles up, lookin' down","ARCHAEOLOGY FROM SPACE (Henry Holt) @Global_Xplorer, Professor, Egyptologist, mom, 2020 Guggenheim Fellow, speaking requests @tuesdayagency she/her",TRUE,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/ProsccoSocialst/status/1268245990089334785","Prosecco Socialist 🌹","Decatur, GA","they/them. @RobDelaney said I was funny",,FALSE,122,765,0,763,12793,2017-02-28 19:06:07,FALSE,,,,"https://pbs.twimg.com/profile_banners/836653724743385088/1543524887","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1271924580102426624/t-rBRaPn_normal.jpg"
"x836653724743385088","x1268244508166238218",2020-06-03 18:13:48,"ProsccoSocialst","@JoelBordeaux https://t.co/glRaa16xvn","Twitter Web App",23,"x1268205656915546112","x1937821628","JoelBordeaux",FALSE,FALSE,0,0,,,,,"mcsweeneys.net/articles/if-wa…","https://t.co/glRaa16xvn","https://www.mcsweeneys.net/articles/if-war-correspondents-reported-on-the-american-protests-in-the-same-way-they-reported-on-protests-in-other-countries",,,,,,,,,"x1937821628","JoelBordeaux","und",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/ProsccoSocialst/status/1268244508166238218","Prosecco Socialist 🌹","Decatur, GA","they/them. @RobDelaney said I was funny",,FALSE,122,765,0,763,12793,2017-02-28 19:06:07,FALSE,,,,"https://pbs.twimg.com/profile_banners/836653724743385088/1543524887","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1271924580102426624/t-rBRaPn_normal.jpg"
